metric,approach,instance,value,prompt_ver,sample_feature,stratum,document_id,document_classes
semantic,GPT_3_Turbo_16K,pred,0.8125,text2kg_prompt3,pset_length,stratum_0,0aab606677703ad0eaa5112790b22eec,SingleFamilyResidence
semantic,GPT_3_Turbo_16K,expected,0.8888888888888888,text2kg_prompt3,pset_length,stratum_0,0aab606677703ad0eaa5112790b22eec,SingleFamilyResidence
jaccardms,GPT_3_Turbo_16K,pred,0.98,text2kg_prompt3,pset_length,stratum_0,0aab606677703ad0eaa5112790b22eec,SingleFamilyResidence
jaccardms,GPT_3_Turbo_16K,expected,0.3,text2kg_prompt3,pset_length,stratum_0,0aab606677703ad0eaa5112790b22eec,SingleFamilyResidence
factual,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,0aab606677703ad0eaa5112790b22eec,SingleFamilyResidence
factual,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,0aab606677703ad0eaa5112790b22eec,SingleFamilyResidence
factual,GPT_3_Turbo_16K,pred,0.8888888888888888,text2kg_prompt3,pset_length,stratum_0,d3b30343d858f7b833aa1bce636804d6,Article
factual,GPT_3_Turbo_16K,expected,0.9130434782608696,text2kg_prompt3,pset_length,stratum_0,d3b30343d858f7b833aa1bce636804d6,Article
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,c571136499f0bd2479119e8a6da09581,Review
shacl,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,c571136499f0bd2479119e8a6da09581,Review
semantic,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,010fe200abe39e41b44cc685ea3daaaf,Review
semantic,GPT_3_Turbo_16K,expected,0.8,text2kg_prompt3,pset_length,stratum_0,010fe200abe39e41b44cc685ea3daaaf,Review
semantic,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,4e9778147228c75d1f92706cce44aeaf,SportsTeam
semantic,GPT_3_Turbo_16K,expected,,text2kg_prompt3,pset_length,stratum_0,4e9778147228c75d1f92706cce44aeaf,SportsTeam
factual,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,95295d10e7795e253b5e601554ae1daa,FoodEstablishment
factual,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,95295d10e7795e253b5e601554ae1daa,FoodEstablishment
factual,GPT_3_Turbo_16K,pred,0.6666666666666666,text2kg_prompt3,pset_length,stratum_0,c571136499f0bd2479119e8a6da09581,Review
factual,GPT_3_Turbo_16K,expected,0.2894736842105263,text2kg_prompt3,pset_length,stratum_0,c571136499f0bd2479119e8a6da09581,Review
semantic,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,c571136499f0bd2479119e8a6da09581,Review
semantic,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,c571136499f0bd2479119e8a6da09581,Review
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,d3b30343d858f7b833aa1bce636804d6,Article
shacl,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,d3b30343d858f7b833aa1bce636804d6,Article
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,95295d10e7795e253b5e601554ae1daa,FoodEstablishment
shacl,GPT_3_Turbo_16K,expected,0.6666667222222129,text2kg_prompt3,pset_length,stratum_0,95295d10e7795e253b5e601554ae1daa,FoodEstablishment
semantic,GPT_3_Turbo_16K,pred,0.75,text2kg_prompt3,pset_length,stratum_0,d9acf40a35ba18d643f095fa6292dece,WebPage
semantic,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,d9acf40a35ba18d643f095fa6292dece,WebPage
factual,GPT_3_Turbo_16K,pred,0.8888888888888888,text2kg_prompt3,pset_length,stratum_0,d9acf40a35ba18d643f095fa6292dece,WebPage
factual,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,d9acf40a35ba18d643f095fa6292dece,WebPage
shacl,GPT_3_Turbo_16K,pred,0.2142857704081592,text2kg_prompt3,pset_length,stratum_0,4e9778147228c75d1f92706cce44aeaf,SportsTeam
shacl,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,4e9778147228c75d1f92706cce44aeaf,SportsTeam
factual,GPT_3_Turbo_16K,pred,0.6521739130434783,text2kg_prompt3,pset_length,stratum_0,371a8cb5b6376e4b439888947cbef875,Attorney
factual,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,371a8cb5b6376e4b439888947cbef875,Attorney
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,010fe200abe39e41b44cc685ea3daaaf,Review
shacl,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,010fe200abe39e41b44cc685ea3daaaf,Review
factual,GPT_3_Turbo_16K,pred,0.6666666666666666,text2kg_prompt3,pset_length,stratum_0,010fe200abe39e41b44cc685ea3daaaf,Review
factual,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,010fe200abe39e41b44cc685ea3daaaf,Review
jaccardms,GPT_3_Turbo_16K,pred,0.25,text2kg_prompt3,pset_length,stratum_0,32f489503fa277b7552db49e82e89073,AggregateRating
jaccardms,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,32f489503fa277b7552db49e82e89073,AggregateRating
jaccardms,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,fe64a80e4a7976d977d4c0c1894d27cd,Book
jaccardms,GPT_3_Turbo_16K,expected,0.1666666666666666,text2kg_prompt3,pset_length,stratum_0,fe64a80e4a7976d977d4c0c1894d27cd,Book
semantic,GPT_3_Turbo_16K,pred,0.3333333333333333,text2kg_prompt3,pset_length,stratum_0,2cc92be5941c240aad511ac9c326f3af,NewsArticle
semantic,GPT_3_Turbo_16K,expected,0.8571428571428571,text2kg_prompt3,pset_length,stratum_0,2cc92be5941c240aad511ac9c326f3af,NewsArticle
factual,GPT_3_Turbo_16K,pred,0.7272727272727273,text2kg_prompt3,pset_length,stratum_0,886dd0c0ba646458989f41284473f3da,ArtGallery
factual,GPT_3_Turbo_16K,expected,0.7777777777777778,text2kg_prompt3,pset_length,stratum_0,886dd0c0ba646458989f41284473f3da,ArtGallery
semantic,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,32f489503fa277b7552db49e82e89073,AggregateRating
semantic,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,32f489503fa277b7552db49e82e89073,AggregateRating
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,2cc92be5941c240aad511ac9c326f3af,NewsArticle
shacl,GPT_3_Turbo_16K,expected,0.7777778024691331,text2kg_prompt3,pset_length,stratum_0,2cc92be5941c240aad511ac9c326f3af,NewsArticle
semantic,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,886dd0c0ba646458989f41284473f3da,ArtGallery
semantic,GPT_3_Turbo_16K,expected,0.4285714285714285,text2kg_prompt3,pset_length,stratum_0,886dd0c0ba646458989f41284473f3da,ArtGallery
jaccardms,GPT_3_Turbo_16K,pred,0.1538461538461538,text2kg_prompt3,pset_length,stratum_0,2cc92be5941c240aad511ac9c326f3af,NewsArticle
jaccardms,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,2cc92be5941c240aad511ac9c326f3af,NewsArticle
jaccardms,GPT_3_Turbo_16K,pred,0.925925925925926,text2kg_prompt3,pset_length,stratum_0,886dd0c0ba646458989f41284473f3da,ArtGallery
jaccardms,GPT_3_Turbo_16K,expected,0.2962962962962963,text2kg_prompt3,pset_length,stratum_0,886dd0c0ba646458989f41284473f3da,ArtGallery
semantic,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,fe64a80e4a7976d977d4c0c1894d27cd,Book
semantic,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,fe64a80e4a7976d977d4c0c1894d27cd,Book
factual,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,2cc92be5941c240aad511ac9c326f3af,NewsArticle
factual,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,2cc92be5941c240aad511ac9c326f3af,NewsArticle
shacl,GPT_3_Turbo_16K,pred,0.6666666944444422,text2kg_prompt3,pset_length,stratum_0,d9acf40a35ba18d643f095fa6292dece,WebPage
shacl,GPT_3_Turbo_16K,expected,0.800000039999992,text2kg_prompt3,pset_length,stratum_0,d9acf40a35ba18d643f095fa6292dece,WebPage
semantic,GPT_3_Turbo_16K,pred,0.75,text2kg_prompt3,pset_length,stratum_0,26da528aa26668208e5484bcd5a7d361,WebSite_WebPage
semantic,GPT_3_Turbo_16K,expected,0.5,text2kg_prompt3,pset_length,stratum_0,26da528aa26668208e5484bcd5a7d361,WebSite_WebPage
jaccardms,GPT_3_Turbo_16K,pred,0.7142857142857143,text2kg_prompt3,pset_length,stratum_0,3cc525ac2b4536363c9dd2e517dc0122,WebPage
jaccardms,GPT_3_Turbo_16K,expected,0.7142857142857143,text2kg_prompt3,pset_length,stratum_0,3cc525ac2b4536363c9dd2e517dc0122,WebPage
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,32f489503fa277b7552db49e82e89073,AggregateRating
shacl,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,32f489503fa277b7552db49e82e89073,AggregateRating
jaccardms,GPT_3_Turbo_16K,pred,0.8571428571428571,text2kg_prompt3,pset_length,stratum_0,26da528aa26668208e5484bcd5a7d361,WebSite_WebPage
jaccardms,GPT_3_Turbo_16K,expected,0.4285714285714285,text2kg_prompt3,pset_length,stratum_0,26da528aa26668208e5484bcd5a7d361,WebSite_WebPage
jaccardms,GPT_3_Turbo_16K,pred,0.8571428571428571,text2kg_prompt3,pset_length,stratum_0,26da528aa26668208e5484bcd5a7d361,WebPage_WebSite
jaccardms,GPT_3_Turbo_16K,expected,0.4285714285714285,text2kg_prompt3,pset_length,stratum_0,26da528aa26668208e5484bcd5a7d361,WebPage_WebSite
factual,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,fe64a80e4a7976d977d4c0c1894d27cd,Book
factual,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,fe64a80e4a7976d977d4c0c1894d27cd,Book
factual,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,26da528aa26668208e5484bcd5a7d361,WebPage_WebSite
factual,GPT_3_Turbo_16K,expected,0.5,text2kg_prompt3,pset_length,stratum_0,26da528aa26668208e5484bcd5a7d361,WebPage_WebSite
factual,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,32f489503fa277b7552db49e82e89073,AggregateRating
factual,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,32f489503fa277b7552db49e82e89073,AggregateRating
semantic,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,3cc525ac2b4536363c9dd2e517dc0122,WebPage
semantic,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,3cc525ac2b4536363c9dd2e517dc0122,WebPage
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,26da528aa26668208e5484bcd5a7d361,WebPage_WebSite
shacl,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,26da528aa26668208e5484bcd5a7d361,WebPage_WebSite
semantic,GPT_3_Turbo_16K,pred,0.75,text2kg_prompt3,pset_length,stratum_0,26da528aa26668208e5484bcd5a7d361,WebPage_WebSite
semantic,GPT_3_Turbo_16K,expected,0.5,text2kg_prompt3,pset_length,stratum_0,26da528aa26668208e5484bcd5a7d361,WebPage_WebSite
jaccardms,GPT_3_Turbo_16K,pred,0.3157894736842105,text2kg_prompt3,pset_length,stratum_0,e4201a93d4f9f04c5de1b1db38d151a4,MusicAlbum
jaccardms,GPT_3_Turbo_16K,expected,0.8421052631578947,text2kg_prompt3,pset_length,stratum_0,e4201a93d4f9f04c5de1b1db38d151a4,MusicAlbum
jaccardms,GPT_3_Turbo_16K,pred,0.1494252873563218,text2kg_prompt3,pset_length,stratum_0,e9047c533b736cfa92c9c28aa25c4e56,Recipe
jaccardms,GPT_3_Turbo_16K,expected,0.9540229885057472,text2kg_prompt3,pset_length,stratum_0,e9047c533b736cfa92c9c28aa25c4e56,Recipe
factual,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,26da528aa26668208e5484bcd5a7d361,WebSite_WebPage
factual,GPT_3_Turbo_16K,expected,0.625,text2kg_prompt3,pset_length,stratum_0,26da528aa26668208e5484bcd5a7d361,WebSite_WebPage
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,886dd0c0ba646458989f41284473f3da,ArtGallery
shacl,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,886dd0c0ba646458989f41284473f3da,ArtGallery
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,fe64a80e4a7976d977d4c0c1894d27cd,Book
shacl,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,fe64a80e4a7976d977d4c0c1894d27cd,Book
factual,GPT_3_Turbo_16K,pred,0.7407407407407407,text2kg_prompt3,pset_length,stratum_0,e9047c533b736cfa92c9c28aa25c4e56,Recipe
factual,GPT_3_Turbo_16K,expected,0.8701298701298701,text2kg_prompt3,pset_length,stratum_0,e9047c533b736cfa92c9c28aa25c4e56,Recipe
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,5c3628c2e1553541b0ad4597d4a52170,Person
shacl,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,5c3628c2e1553541b0ad4597d4a52170,Person
jaccardms,GPT_3_Turbo_16K,pred,0.7046979865771812,text2kg_prompt3,pset_length,stratum_0,fdc0c0d51e6df46f36843dc071f2f04f,ItemList
jaccardms,GPT_3_Turbo_16K,expected,0.7315436241610739,text2kg_prompt3,pset_length,stratum_0,fdc0c0d51e6df46f36843dc071f2f04f,ItemList
factual,GPT_3_Turbo_16K,pred,0.8253968253968254,text2kg_prompt3,pset_length,stratum_0,fdc0c0d51e6df46f36843dc071f2f04f,ItemList
factual,GPT_3_Turbo_16K,expected,,text2kg_prompt3,pset_length,stratum_0,fdc0c0d51e6df46f36843dc071f2f04f,ItemList
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,e4201a93d4f9f04c5de1b1db38d151a4,MusicAlbum
shacl,GPT_3_Turbo_16K,expected,0.7272727520661134,text2kg_prompt3,pset_length,stratum_0,e4201a93d4f9f04c5de1b1db38d151a4,MusicAlbum
semantic,GPT_3_Turbo_16K,pred,0.7307692307692307,text2kg_prompt3,pset_length,stratum_0,fdc0c0d51e6df46f36843dc071f2f04f,ItemList
semantic,GPT_3_Turbo_16K,expected,,text2kg_prompt3,pset_length,stratum_0,fdc0c0d51e6df46f36843dc071f2f04f,ItemList
factual,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,e4201a93d4f9f04c5de1b1db38d151a4,MusicAlbum
factual,GPT_3_Turbo_16K,expected,0.875,text2kg_prompt3,pset_length,stratum_0,e4201a93d4f9f04c5de1b1db38d151a4,MusicAlbum
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,3cc525ac2b4536363c9dd2e517dc0122,WebPage
shacl,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,3cc525ac2b4536363c9dd2e517dc0122,WebPage
semantic,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,e4201a93d4f9f04c5de1b1db38d151a4,MusicAlbum
semantic,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,e4201a93d4f9f04c5de1b1db38d151a4,MusicAlbum
factual,GPT_3_Turbo_16K,pred,0.6666666666666666,text2kg_prompt3,pset_length,stratum_0,3cc525ac2b4536363c9dd2e517dc0122,WebPage
factual,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,3cc525ac2b4536363c9dd2e517dc0122,WebPage
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,8a56e1f92eeeef2595394b8c30f49890,NewsArticle
shacl,GPT_3_Turbo_16K,expected,0.2876712426346405,text2kg_prompt3,pset_length,stratum_0,8a56e1f92eeeef2595394b8c30f49890,NewsArticle
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,26da528aa26668208e5484bcd5a7d361,WebSite_WebPage
shacl,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,26da528aa26668208e5484bcd5a7d361,WebSite_WebPage
semantic,GPT_3_Turbo_16K,pred,0.475,text2kg_prompt3,pset_length,stratum_0,1b8ba337d560f8fef91fb58e0696dfda,FAQPage
semantic,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,1b8ba337d560f8fef91fb58e0696dfda,FAQPage
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,e9047c533b736cfa92c9c28aa25c4e56,Recipe
shacl,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,e9047c533b736cfa92c9c28aa25c4e56,Recipe
jaccardms,GPT_3_Turbo_16K,pred,0.875,text2kg_prompt3,pset_length,stratum_0,d9acf40a35ba18d643f095fa6292dece,WebPage
jaccardms,GPT_3_Turbo_16K,expected,0.375,text2kg_prompt3,pset_length,stratum_0,d9acf40a35ba18d643f095fa6292dece,WebPage
jaccardms,GPT_3_Turbo_16K,pred,0.972972972972973,text2kg_prompt3,pset_length,stratum_0,1b8ba337d560f8fef91fb58e0696dfda,FAQPage
jaccardms,GPT_3_Turbo_16K,expected,0.081081081081081,text2kg_prompt3,pset_length,stratum_0,1b8ba337d560f8fef91fb58e0696dfda,FAQPage
semantic,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,95295d10e7795e253b5e601554ae1daa,FoodEstablishment
semantic,GPT_3_Turbo_16K,expected,0.25,text2kg_prompt3,pset_length,stratum_0,95295d10e7795e253b5e601554ae1daa,FoodEstablishment
semantic,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,d3b30343d858f7b833aa1bce636804d6,Article
semantic,GPT_3_Turbo_16K,expected,0.9523809523809524,text2kg_prompt3,pset_length,stratum_0,d3b30343d858f7b833aa1bce636804d6,Article
jaccardms,GPT_3_Turbo_16K,pred,0.4482758620689655,text2kg_prompt3,pset_length,stratum_0,d3b30343d858f7b833aa1bce636804d6,Article
jaccardms,GPT_3_Turbo_16K,expected,0.896551724137931,text2kg_prompt3,pset_length,stratum_0,d3b30343d858f7b833aa1bce636804d6,Article
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,fdc0c0d51e6df46f36843dc071f2f04f,ItemList
shacl,GPT_3_Turbo_16K,expected,0.4857142906122448,text2kg_prompt3,pset_length,stratum_0,fdc0c0d51e6df46f36843dc071f2f04f,ItemList
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,1b8ba337d560f8fef91fb58e0696dfda,FAQPage
shacl,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,1b8ba337d560f8fef91fb58e0696dfda,FAQPage
factual,GPT_3_Turbo_16K,pred,0.9090909090909092,text2kg_prompt3,pset_length,stratum_0,1b8ba337d560f8fef91fb58e0696dfda,FAQPage
factual,GPT_3_Turbo_16K,expected,0.6666666666666666,text2kg_prompt3,pset_length,stratum_0,1b8ba337d560f8fef91fb58e0696dfda,FAQPage
jaccardms,GPT_3_Turbo_16K,pred,0.0743801652892562,text2kg_prompt3,pset_length,stratum_0,c571136499f0bd2479119e8a6da09581,Review
jaccardms,GPT_3_Turbo_16K,expected,0.9834710743801652,text2kg_prompt3,pset_length,stratum_0,c571136499f0bd2479119e8a6da09581,Review
jaccardms,GPT_3_Turbo_16K,pred,0.44,text2kg_prompt3,pset_length,stratum_0,95295d10e7795e253b5e601554ae1daa,FoodEstablishment
jaccardms,GPT_3_Turbo_16K,expected,0.72,text2kg_prompt3,pset_length,stratum_0,95295d10e7795e253b5e601554ae1daa,FoodEstablishment
factual,GPT_3_Turbo_16K,pred,0.9411764705882352,text2kg_prompt3,pset_length,stratum_0,2861c11e395ff8497f9a00db7d7cf4c2,HowTo
factual,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,2861c11e395ff8497f9a00db7d7cf4c2,HowTo
jaccardms,GPT_3_Turbo_16K,pred,0.017391304347826,text2kg_prompt3,pset_length,stratum_0,8a56e1f92eeeef2595394b8c30f49890,NewsArticle
jaccardms,GPT_3_Turbo_16K,expected,0.991304347826087,text2kg_prompt3,pset_length,stratum_0,8a56e1f92eeeef2595394b8c30f49890,NewsArticle
semantic,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,8a56e1f92eeeef2595394b8c30f49890,NewsArticle
semantic,GPT_3_Turbo_16K,expected,0.75,text2kg_prompt3,pset_length,stratum_0,8a56e1f92eeeef2595394b8c30f49890,NewsArticle
jaccardms,GPT_3_Turbo_16K,pred,0.5555555555555556,text2kg_prompt3,pset_length,stratum_0,8a3ce9c4aaac195e8e6ddee90fde846f,Course
jaccardms,GPT_3_Turbo_16K,expected,0.925925925925926,text2kg_prompt3,pset_length,stratum_0,8a3ce9c4aaac195e8e6ddee90fde846f,Course
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,3da452fabc67f82f6835ab646ec33145,WebPage
shacl,GPT_3_Turbo_16K,expected,0.6666666944444422,text2kg_prompt3,pset_length,stratum_0,3da452fabc67f82f6835ab646ec33145,WebPage
factual,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,8a56e1f92eeeef2595394b8c30f49890,NewsArticle
factual,GPT_3_Turbo_16K,expected,0.4285714285714285,text2kg_prompt3,pset_length,stratum_0,8a56e1f92eeeef2595394b8c30f49890,NewsArticle
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,371a8cb5b6376e4b439888947cbef875,Attorney
shacl,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,371a8cb5b6376e4b439888947cbef875,Attorney
jaccardms,GPT_3_Turbo_16K,pred,0.95,text2kg_prompt3,pset_length,stratum_0,83663beec8df3c85de23e5f05a95cf30,AboutPage
jaccardms,GPT_3_Turbo_16K,expected,0.125,text2kg_prompt3,pset_length,stratum_0,83663beec8df3c85de23e5f05a95cf30,AboutPage
semantic,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,5c3628c2e1553541b0ad4597d4a52170,Person
semantic,GPT_3_Turbo_16K,expected,0.8,text2kg_prompt3,pset_length,stratum_0,5c3628c2e1553541b0ad4597d4a52170,Person
semantic,GPT_3_Turbo_16K,pred,0.7142857142857143,text2kg_prompt3,pset_length,stratum_0,461877c6234249d487be88ca353779a0,CheckoutPage_CollectionPage
semantic,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,461877c6234249d487be88ca353779a0,CheckoutPage_CollectionPage
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,461877c6234249d487be88ca353779a0,CheckoutPage_CollectionPage
shacl,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,461877c6234249d487be88ca353779a0,CheckoutPage_CollectionPage
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,2861c11e395ff8497f9a00db7d7cf4c2,HowTo
shacl,GPT_3_Turbo_16K,expected,0.7826087051039694,text2kg_prompt3,pset_length,stratum_0,2861c11e395ff8497f9a00db7d7cf4c2,HowTo
factual,GPT_3_Turbo_16K,pred,0.5652173913043478,text2kg_prompt3,pset_length,stratum_0,461877c6234249d487be88ca353779a0,CheckoutPage_CollectionPage
factual,GPT_3_Turbo_16K,expected,0.2222222222222222,text2kg_prompt3,pset_length,stratum_0,461877c6234249d487be88ca353779a0,CheckoutPage_CollectionPage
semantic,GPT_3_Turbo_16K,pred,0.8,text2kg_prompt3,pset_length,stratum_0,8a3ce9c4aaac195e8e6ddee90fde846f,Course
semantic,GPT_3_Turbo_16K,expected,0.875,text2kg_prompt3,pset_length,stratum_0,8a3ce9c4aaac195e8e6ddee90fde846f,Course
jaccardms,GPT_3_Turbo_16K,pred,0.4,text2kg_prompt3,pset_length,stratum_0,5c3628c2e1553541b0ad4597d4a52170,Person
jaccardms,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,5c3628c2e1553541b0ad4597d4a52170,Person
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,174829f2919301d680a939c34b8a7780,Organization
shacl,GPT_3_Turbo_16K,expected,0.6000000799999841,text2kg_prompt3,pset_length,stratum_0,174829f2919301d680a939c34b8a7780,Organization
factual,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,5c3628c2e1553541b0ad4597d4a52170,Person
factual,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,5c3628c2e1553541b0ad4597d4a52170,Person
shacl,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,f87cfd8a61445a4006edad7783617b77,ItemList
shacl,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,pset_length,stratum_0,f87cfd8a61445a4006edad7783617b77,ItemList
semantic,GPT_3_Turbo_16K,pred,0.6,text2kg_prompt3,pset_length,stratum_0,e9047c533b736cfa92c9c28aa25c4e56,Recipe
semantic,GPT_3_Turbo_16K,expected,0.7727272727272727,text2kg_prompt3,pset_length,stratum_0,e9047c533b736cfa92c9c28aa25c4e56,Recipe
jaccardms,GPT_3_Turbo_16K,pred,1.0,text2kg_prompt3,pset_length,stratum_0,174829f2919301d680a939c34b8a7780,Organization
jaccardms,GPT_3_Turbo_16K,expected,0.25,text2kg_prompt3,pset_length,stratum_0,174829f2919301d680a939c34b8a7780,Organization
factual,GPT_3_Turbo_16K,pred,0.8739495798319328,text2kg_prompt3,pset_length,stratum_0,f87cfd8a61445a4006edad7783617b77,ItemList
factual,GPT_3_Turbo_16K,expected,0.6666666666666666,text2kg_prompt3,pset_length,stratum_0,f87cfd8a61445a4006edad7783617b77,ItemList
factual,GPT_3_Turbo_16K,pred,0.625,text2kg_prompt3,pset_length,stratum_0,174829f2919301d680a939c34b8a7780,Organization
factual,GPT_3_Turbo_16K,expected,0.6666666666666666,text2kg_prompt3,pset_length,stratum_0,174829f2919301d680a939c34b8a7780,Organization
jaccardms,GPT_3_Turbo_16K,pred,0.9994553376906318,text2kg_prompt3,pset_length,stratum_0,f87cfd8a61445a4006edad7783617b77,ItemList
